"file","source_row","field","value","problem"
"boron_isotopes_bartoli_2011.xlsx",18,"BG","0.816055428799475","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_bartoli_2011.xlsx",29,"BG","0.43","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
