"file","source_row","field","value","problem"
"boron_isotopes_foster_2012.xlsx",13,"BG","0.4","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_foster_2012.xlsx",15,"BG","0.41","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_foster_2012.xlsx",16,"BG","0.26","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
