"file","source_row","field","value","action"
"phytoplankton_super_2018.xlsx",111,"SST_other_degC","25.7","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",112,"SST_other_degC","15.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",113,"SST_other_degC","22.3","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",114,"SST_other_degC","21.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",115,"SST_other_degC","27.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",116,"SST_other_degC","27.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",117,"SST_other_degC","23.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",119,"SST_other_degC","30","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",120,"SST_other_degC","27.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",121,"SST_other_degC","20.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",122,"SST_other_degC","30.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",123,"SST_other_degC","32.4","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",124,"SST_other_degC","31.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",125,"SST_other_degC","31","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",126,"SST_other_degC","30.9","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",127,"SST_other_degC","27.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",128,"SST_other_degC","30","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",129,"SST_other_degC","32.5","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",130,"SST_other_degC","32.7","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",131,"SST_other_degC","32.5","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",132,"SST_other_degC","34.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",133,"SST_other_degC","33.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",134,"SST_other_degC","31.7","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",135,"SST_other_degC","33.4","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",136,"SST_other_degC","35.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",137,"SST_other_degC","30","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",138,"SST_other_degC","30.9","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",139,"SST_other_degC","31.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",140,"SST_other_degC","32.4","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",141,"SST_other_degC","30","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",142,"SST_other_degC","31.9","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",143,"SST_other_degC","33.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",144,"SST_other_degC","30.9","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",145,"SST_other_degC","31.2","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",146,"SST_other_degC","30.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",147,"SST_other_degC","31.2","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",148,"SST_other_degC","31.9","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",149,"SST_other_degC","28.6","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",150,"SST_other_degC","28.2","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",151,"SST_other_degC","28.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",152,"SST_other_degC","23.2","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",153,"SST_other_degC","28.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",154,"SST_other_degC","26.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",155,"SST_other_degC","25","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",156,"SST_other_degC","28","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",157,"SST_other_degC","30.3","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",158,"SST_other_degC","30","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",159,"SST_other_degC","28.3","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",160,"SST_other_degC","30.3","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",161,"SST_other_degC","29.4","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",162,"SST_other_degC","30.8","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",163,"SST_other_degC","29.1","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",164,"SST_other_degC","30.4","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",165,"SST_other_degC","28.5","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",166,"SST_other_degC","25.7","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",167,"SST_other_degC","24","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",168,"SST_other_degC","28.7","Used alternate SST with its matching uncertainty and method"
"phytoplankton_super_2018.xlsx",169,"SST_other_degC","28.9","Used alternate SST with its matching uncertainty and method"
