"file","source_row","field","value","problem"
"boron_isotopes_sosdian_2018.xlsx",51,"BG","0.09","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",54,"BG","0.17","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",55,"BG","0.13","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",59,"BG","0.305168135200385","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",60,"BG","0.243752928708609","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",61,"BG","0.313023523568078","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",70,"BG","0.910702948479731","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",75,"BG","0.626935301999861","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",82,"BG","0.247047579176864","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",86,"BG","0.82949760961758","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",94,"BG","0.23","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",102,"BG","0.4","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",104,"BG","0.41","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_sosdian_2018.xlsx",105,"BG","0.26","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
