"file","source_row","field","value","problem"
"boron_isotopes_greenop_2014.xlsx",5,"BG","0.305168135200385","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",6,"BG","0.243752928708609","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",7,"BG","0.313023523568078","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",16,"BG","0.910702948479731","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",21,"BG","0.626935301999861","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",28,"BG","0.247047579176864","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
"boron_isotopes_greenop_2014.xlsx",32,"BG","0.82949760961758","Reported uncertainty smaller than replicate 2SE; review internal versus external uncertainty"
