"action","file_1","sheet_1","source_row_1","publication_year_1","sample_1","site_1","depth_m_1","composite_depth_m_1","lat_1","lon_1","age_Ma_1","species_1","shell_size_1","d11B_replicates_1","MgCa_replicates_1","replicate_2SE_1","published_pCO2_1","d11B_1","d11B_2s_1","MgCa_1","MgCa_2s_1","temperature_1","source_notes_1","MgCa_from_replicates_1","retained_1","retained_file_1","retained_source_row_1","combined_row_1","intermediate_row_1","file_2","sheet_2","source_row_2","publication_year_2","sample_2","site_2","depth_m_2","composite_depth_m_2","lat_2","lon_2","age_Ma_2","species_2","shell_size_2","d11B_replicates_2","MgCa_replicates_2","replicate_2SE_2","published_pCO2_2","d11B_2","d11B_2s_2","MgCa_2","MgCa_2s_2","temperature_2","source_notes_2","MgCa_from_replicates_2","retained_2","retained_file_2","retained_source_row_2","combined_row_2","intermediate_row_2"
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",48,2022,"ODP 806_B_14_2_80_82","ODP 806",,,0.3185,159.3615,4.58074606503804,"Trilobatus sacculifer","300-400","15.5255197392192","3.08535568571191",,434.458,15.5255197392192,0.355996030618427,3.08535568571191,0.02,26.1422917543252,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",48,820,49,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",226,2022,"ODP 806_B_14_2_80_82","ODP 806",,,0.3185,159.3615,4.58074606503804,"Trilobatus sacculifer","300-400","15.5255197392192","3.08535568571191",,384.551,15.5255197392192,0.355996030618427,3.08535568571191,0.02,26.1422917543252,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",48,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",49,2022,"ODP 806_B_14_6_0_2","ODP 806",,,0.3185,159.3615,4.72408281091584,"Trilobatus sacculifer","300-400","16.54,16.57","3.64137575562043",,347.474,16.551638106557,0.251727207325784,3.64137575562043,0.02,28.7757868765332,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",49,821,50,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",138,2022,"ODP 806_B_14_6_0_2","ODP 806",,,0.3185,159.3615,4.72408281091584,"Trilobatus sacculifer","300-400","16.54,16.57","3.64137575562043",,272.785,16.551638106557,0.251727207325784,3.64137575562043,0.02,28.7757868765332,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",49,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",49,2022,"ODP 806_B_14_6_0_2","ODP 806",,,0.3185,159.3615,4.72408281091584,"Trilobatus sacculifer","300-400","16.54,16.57","3.64137575562043",,347.474,16.551638106557,0.251727207325784,3.64137575562043,0.02,28.7757868765332,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",49,821,50,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",227,2022,"ODP 806_B_14_6_0_2","ODP 806",,,0.3185,159.3615,4.72408281091584,"Trilobatus sacculifer","300-400","16.54,16.57","3.64137575562043",,310.362,16.551638106557,0.251727207325784,3.64137575562043,0.02,28.7757868765332,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",49,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",50,2022,"ODP 806_B_15_4_79_81","ODP 806",,,0.3185,159.3615,4.9207534506387,"Trilobatus sacculifer","300-400","15.819690032457","3.73124965887385",,457.754,15.819690032457,0.355996030618427,3.73124965887385,0.02,29.2193628901779,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",50,822,51,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",139,2022,"ODP 806_B_15_4_79_81","ODP 806",,,0.3185,159.3615,4.9207534506387,"Trilobatus sacculifer","300-400","15.819690032457","3.73124965887385",,358.28,15.819690032457,0.355996030618427,3.73124965887385,0.02,29.2193628901779,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",50,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",50,2022,"ODP 806_B_15_4_79_81","ODP 806",,,0.3185,159.3615,4.9207534506387,"Trilobatus sacculifer","300-400","15.819690032457","3.73124965887385",,457.754,15.819690032457,0.355996030618427,3.73124965887385,0.02,29.2193628901779,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",50,822,51,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",228,2022,"ODP 806_B_15_4_79_81","ODP 806",,,0.3185,159.3615,4.9207534506387,"Trilobatus sacculifer","300-400","15.819690032457","3.73124965887385",,403.274,15.819690032457,0.355996030618427,3.73124965887385,0.02,29.2193628901779,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",50,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",51,2022,"ODP 806_B_16_3_139_141","ODP 806",,,0.3185,159.3615,5.14684675556901,"Trilobatus sacculifer","300-400","15.6454763670417","3.69451659104482",,528.513,15.6454763670417,0.355996030618427,3.69451659104482,0.02,29.1060130351226,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",51,823,52,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",140,2022,"ODP 806_B_16_3_139_141","ODP 806",,,0.3185,159.3615,5.14684675556901,"Trilobatus sacculifer","300-400","15.6454763670417","3.69451659104482",,409.393,15.6454763670417,0.355996030618427,3.69451659104482,0.02,29.1060130351226,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",51,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",51,2022,"ODP 806_B_16_3_139_141","ODP 806",,,0.3185,159.3615,5.14684675556901,"Trilobatus sacculifer","300-400","15.6454763670417","3.69451659104482",,528.513,15.6454763670417,0.355996030618427,3.69451659104482,0.02,29.1060130351226,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",51,823,52,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",229,2022,"ODP 806_B_16_3_139_141","ODP 806",,,0.3185,159.3615,5.14684675556901,"Trilobatus sacculifer","300-400","15.6454763670417","3.69451659104482",,457.318,15.6454763670417,0.355996030618427,3.69451659104482,0.02,29.1060130351226,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",51,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",52,2022,"ODP 806_B_25_3_29_31","ODP 806",,,0.3185,159.3615,7.14877919657069,"Trilobatus sacculifer","300-400","16.4019869646017","3.41354044338564",,293.861,16.4019869646017,0.355996030618427,3.41354044338564,0.02,28.2662869055263,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",52,824,53,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",141,2022,"ODP 806_B_25_3_29_31","ODP 806",,,0.3185,159.3615,7.14877919657069,"Trilobatus sacculifer","300-400","16.4019869646017","3.41354044338564",,253.465,16.4019869646017,0.355996030618427,3.41354044338564,0.02,28.2662869055263,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",52,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",52,2022,"ODP 806_B_25_3_29_31","ODP 806",,,0.3185,159.3615,7.14877919657069,"Trilobatus sacculifer","300-400","16.4019869646017","3.41354044338564",,293.861,16.4019869646017,0.355996030618427,3.41354044338564,0.02,28.2662869055263,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",52,824,53,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",230,2022,"ODP 806_B_25_3_29_31","ODP 806",,,0.3185,159.3615,7.14877919657069,"Trilobatus sacculifer","300-400","16.4019869646017","3.41354044338564",,263.372,16.4019869646017,0.355996030618427,3.41354044338564,0.02,28.2662869055263,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",52,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",53,2022,"ODP 806_B_29_5_30_32","ODP 806",,,0.3185,159.3615,8.07134881349901,"Trilobatus sacculifer","300-400","16.03,16.1","3.81264190801479",,358.326,16.0634624780658,0.251727207325784,3.81264190801479,0.02,30.3118389571928,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",53,825,54,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",142,2022,"ODP 806_B_29_5_30_32","ODP 806",,,0.3185,159.3615,8.07134881349901,"Trilobatus sacculifer","300-400","16.03,16.1","3.81264190801479",,300.213,16.0634624780658,0.251727207325784,3.81264190801479,0.02,30.3118389571928,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",53,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",53,2022,"ODP 806_B_29_5_30_32","ODP 806",,,0.3185,159.3615,8.07134881349901,"Trilobatus sacculifer","300-400","16.03,16.1","3.81264190801479",,358.326,16.0634624780658,0.251727207325784,3.81264190801479,0.02,30.3118389571928,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",53,825,54,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",231,2022,"ODP 806_B_29_5_30_32","ODP 806",,,0.3185,159.3615,8.07134881349901,"Trilobatus sacculifer","300-400","16.03,16.1","3.81264190801479",,303.67,16.0634624780658,0.251727207325784,3.81264190801479,0.02,30.3118389571928,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",53,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",54,2022,"ODP 806_B_30_1_30_32","ODP 806",,,0.3185,159.3615,8.1510267939941,"Trilobatus sacculifer","300-400","16.1550376273871","3.77382105144281",,339.617,16.1550376273871,0.15,3.77382105144281,0.02,30.1108463612238,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",54,826,55,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",143,2022,"ODP 806_B_30_1_30_32","ODP 806",,,0.3185,159.3615,8.1510267939941,"Trilobatus sacculifer","300-400","16.1550376273871","3.77382105144281",,286.719,16.1550376273871,0.15,3.77382105144281,0.02,30.1108463612238,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",54,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",54,2022,"ODP 806_B_30_1_30_32","ODP 806",,,0.3185,159.3615,8.1510267939941,"Trilobatus sacculifer","300-400","16.1550376273871","3.77382105144281",,339.617,16.1550376273871,0.15,3.77382105144281,0.02,30.1108463612238,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",54,826,55,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",232,2022,"ODP 806_B_30_1_30_32","ODP 806",,,0.3185,159.3615,8.1510267939941,"Trilobatus sacculifer","300-400","16.1550376273871","3.77382105144281",,287.146,16.1550376273871,0.15,3.77382105144281,0.02,30.1108463612238,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",54,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",55,2022,"ODP 806_B_30_5_30_32","ODP 806",,,0.3185,159.3615,8.28774777875109,"Trilobatus sacculifer","300-400","16.4,16.85","5.11236042886892",,346.469,16.6262191869621,0.106066017177982,5.11236042886892,0.02,34.9496464566685,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",55,827,56,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",144,2022,"ODP 806_B_30_5_30_32","ODP 806",,,0.3185,159.3615,8.28774777875109,"Trilobatus sacculifer","300-400","16.4,16.85","5.11236042886892",,296.281,16.6262191869621,0.106066017177982,5.11236042886892,0.02,34.9496464566685,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",55,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",55,2022,"ODP 806_B_30_5_30_32","ODP 806",,,0.3185,159.3615,8.28774777875109,"Trilobatus sacculifer","300-400","16.4,16.85","5.11236042886892",,346.469,16.6262191869621,0.106066017177982,5.11236042886892,0.02,34.9496464566685,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",55,827,56,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",233,2022,"ODP 806_B_30_5_30_32","ODP 806",,,0.3185,159.3615,8.28774777875109,"Trilobatus sacculifer","300-400","16.4,16.85","5.11236042886892",,291.858,16.6262191869621,0.106066017177982,5.11236042886892,0.02,34.9496464566685,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",55,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",56,2022,"ODP 806_B_31_5_32_34","ODP 806",,,0.3185,159.3615,8.50601659120109,"Trilobatus sacculifer","300-400","16.19,16.6","3.2596382777088",,262.787,16.3906071045696,0.251727207325784,3.2596382777088,0.02,27.7868301956873,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",56,828,57,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",145,2022,"ODP 806_B_31_5_32_34","ODP 806",,,0.3185,159.3615,8.50601659120109,"Trilobatus sacculifer","300-400","16.19,16.6","3.2596382777088",,228.77,16.3906071045696,0.251727207325784,3.2596382777088,0.02,27.7868301956873,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",56,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",56,2022,"ODP 806_B_31_5_32_34","ODP 806",,,0.3185,159.3615,8.50601659120109,"Trilobatus sacculifer","300-400","16.19,16.6","3.2596382777088",,262.787,16.3906071045696,0.251727207325784,3.2596382777088,0.02,27.7868301956873,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",56,828,57,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",234,2022,"ODP 806_B_31_5_32_34","ODP 806",,,0.3185,159.3615,8.50601659120109,"Trilobatus sacculifer","300-400","16.19,16.6","3.2596382777088",,219.725,16.3906071045696,0.251727207325784,3.2596382777088,0.02,27.7868301956873,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",56,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",57,2022,"ODP 806_B_32_2_29_31","ODP 806",,,0.3185,159.3615,8.62119336182011,"Trilobatus sacculifer","300-400","16.06,16.35","3.63772257341814",,316.34,16.2037997699778,0.106066017177982,3.63772257341814,0.02,29.6830925679373,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",57,829,58,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",146,2022,"ODP 806_B_32_2_29_31","ODP 806",,,0.3185,159.3615,8.62119336182011,"Trilobatus sacculifer","300-400","16.06,16.35","3.63772257341814",,276.026,16.2037997699778,0.106066017177982,3.63772257341814,0.02,29.6830925679373,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",57,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",57,2022,"ODP 806_B_32_2_29_31","ODP 806",,,0.3185,159.3615,8.62119336182011,"Trilobatus sacculifer","300-400","16.06,16.35","3.63772257341814",,316.34,16.2037997699778,0.106066017177982,3.63772257341814,0.02,29.6830925679373,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",57,829,58,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",235,2022,"ODP 806_B_32_2_29_31","ODP 806",,,0.3185,159.3615,8.62119336182011,"Trilobatus sacculifer","300-400","16.06,16.35","3.63772257341814",,261.061,16.2037997699778,0.106066017177982,3.63772257341814,0.02,29.6830925679373,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",57,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",58,2022,"ODP 806_B_33_2_30_32","ODP 806",,,0.3185,159.3615,8.84281662718424,"Trilobatus sacculifer","300-400","16.1009451485623","3.7793702461552",,313.826,16.1009451485623,0.355996030618427,3.7793702461552,0.02,30.3657325632713,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",58,830,59,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",147,2022,"ODP 806_B_33_2_30_32","ODP 806",,,0.3185,159.3615,8.84281662718424,"Trilobatus sacculifer","300-400","16.1009451485623","3.7793702461552",,278.001,16.1009451485623,0.355996030618427,3.7793702461552,0.02,30.3657325632713,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",58,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",58,2022,"ODP 806_B_33_2_30_32","ODP 806",,,0.3185,159.3615,8.84281662718424,"Trilobatus sacculifer","300-400","16.1009451485623","3.7793702461552",,313.826,16.1009451485623,0.355996030618427,3.7793702461552,0.02,30.3657325632713,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",58,830,59,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",236,2022,"ODP 806_B_33_2_30_32","ODP 806",,,0.3185,159.3615,8.84281662718424,"Trilobatus sacculifer","300-400","16.1009451485623","3.7793702461552",,255.948,16.1009451485623,0.355996030618427,3.7793702461552,0.02,30.3657325632713,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",58,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",59,2022,"ODP 806_B_33_5_30_32","ODP 806",,,0.3185,159.3615,8.94898565619453,"Trilobatus sacculifer","300-400","15.3478929534207","3.69814923280863",,399.087,15.3478929534207,0.15,3.69814923280863,0.02,29.8183584610118,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",59,831,60,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",148,2022,"ODP 806_B_33_5_30_32","ODP 806",,,0.3185,159.3615,8.94898565619453,"Trilobatus sacculifer","300-400","15.3478929534207","3.69814923280863",,352.648,15.3478929534207,0.15,3.69814923280863,0.02,29.8183584610118,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",59,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",59,2022,"ODP 806_B_33_5_30_32","ODP 806",,,0.3185,159.3615,8.94898565619453,"Trilobatus sacculifer","300-400","15.3478929534207","3.69814923280863",,399.087,15.3478929534207,0.15,3.69814923280863,0.02,29.8183584610118,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",59,831,60,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",237,2022,"ODP 806_B_33_5_30_32","ODP 806",,,0.3185,159.3615,8.94898565619453,"Trilobatus sacculifer","300-400","15.3478929534207","3.69814923280863",,318.29,15.3478929534207,0.15,3.69814923280863,0.02,29.8183584610118,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",59,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",60,2022,"ODP 806_B_34_5_30_32","ODP 806",,,0.3185,159.3615,9.17459161054386,"Trilobatus sacculifer","300-400","15.8959512635768","4.46501231479868",,331.471,15.8959512635768,0.355996030618427,4.46501231479868,0.02,33.1309318874652,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",60,832,61,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",149,2022,"ODP 806_B_34_5_30_32","ODP 806",,,0.3185,159.3615,9.17459161054386,"Trilobatus sacculifer","300-400","15.8959512635768","4.46501231479868",,305.503,15.8959512635768,0.355996030618427,4.46501231479868,0.02,33.1309318874652,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",60,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",60,2022,"ODP 806_B_34_5_30_32","ODP 806",,,0.3185,159.3615,9.17459161054386,"Trilobatus sacculifer","300-400","15.8959512635768","4.46501231479868",,331.471,15.8959512635768,0.355996030618427,4.46501231479868,0.02,33.1309318874652,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",60,832,61,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",238,2022,"ODP 806_B_34_5_30_32","ODP 806",,,0.3185,159.3615,9.17459161054386,"Trilobatus sacculifer","300-400","15.8959512635768","4.46501231479868",,272.228,15.8959512635768,0.355996030618427,4.46501231479868,0.02,33.1309318874652,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",60,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",61,2022,"ODP 806_B_35_5_30_32","ODP 806",,,0.3185,159.3615,9.25859698021535,"Trilobatus sacculifer","300-400","14.6723020653259","4.06268580629875",,461.737,14.6723020653259,0.355996030618427,4.06268580629875,0.02,31.3971082089978,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",61,833,62,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",150,2022,"ODP 806_B_35_5_30_32","ODP 806",,,0.3185,159.3615,9.25859698021535,"Trilobatus sacculifer","300-400","14.6723020653259","4.06268580629875",,427.737,14.6723020653259,0.355996030618427,4.06268580629875,0.02,31.3971082089978,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",61,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",61,2022,"ODP 806_B_35_5_30_32","ODP 806",,,0.3185,159.3615,9.25859698021535,"Trilobatus sacculifer","300-400","14.6723020653259","4.06268580629875",,461.737,14.6723020653259,0.355996030618427,4.06268580629875,0.02,31.3971082089978,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",61,833,62,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",239,2022,"ODP 806_B_35_5_30_32","ODP 806",,,0.3185,159.3615,9.25859698021535,"Trilobatus sacculifer","300-400","14.6723020653259","4.06268580629875",,373.371,14.6723020653259,0.355996030618427,4.06268580629875,0.02,31.3971082089978,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",61,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",62,2022,"ODP 806_B_36_1_32_34","ODP 806",,,0.3185,159.3615,9.49455149736663,"Trilobatus sacculifer","300-400","15.320579467551","3.87644434723032",,381.236,15.320579467551,0.218106939070212,3.87644434723032,0.02,30.6446477129892,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",62,834,63,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",151,2022,"ODP 806_B_36_1_32_34","ODP 806",,,0.3185,159.3615,9.49455149736663,"Trilobatus sacculifer","300-400","15.320579467551","3.87644434723032",,369.52,15.320579467551,0.218106939070212,3.87644434723032,0.02,30.6446477129892,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",62,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",62,2022,"ODP 806_B_36_1_32_34","ODP 806",,,0.3185,159.3615,9.49455149736663,"Trilobatus sacculifer","300-400","15.320579467551","3.87644434723032",,381.236,15.320579467551,0.218106939070212,3.87644434723032,0.02,30.6446477129892,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",62,834,63,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",240,2022,"ODP 806_B_36_1_32_34","ODP 806",,,0.3185,159.3615,9.49455149736663,"Trilobatus sacculifer","300-400","15.320579467551","3.87644434723032",,318.387,15.320579467551,0.218106939070212,3.87644434723032,0.02,30.6446477129892,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",62,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",63,2022,"ODP 806_B_44_5_34_36","ODP 806",,,0.3185,159.3615,11.6930464777809,"Trilobatus sacculifer","300-400","14.9288120772462","4.69848983874337",,365.899,14.9288120772462,0.355996030618427,4.69848983874337,0.02,34.3545007446674,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",63,835,64,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",152,2022,"ODP 806_B_44_5_34_36","ODP 806",,,0.3185,159.3615,11.6930464777809,"Trilobatus sacculifer","300-400","14.9288120772462","4.69848983874337",,408.402,14.9288120772462,0.355996030618427,4.69848983874337,0.02,34.3545007446674,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",63,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",63,2022,"ODP 806_B_44_5_34_36","ODP 806",,,0.3185,159.3615,11.6930464777809,"Trilobatus sacculifer","300-400","14.9288120772462","4.69848983874337",,365.899,14.9288120772462,0.355996030618427,4.69848983874337,0.02,34.3545007446674,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",63,835,64,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",241,2022,"ODP 806_B_44_5_34_36","ODP 806",,,0.3185,159.3615,11.6930464777809,"Trilobatus sacculifer","300-400","14.9288120772462","4.69848983874337",,331.792,14.9288120772462,0.355996030618427,4.69848983874337,0.02,34.3545007446674,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",63,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",64,2022,"ODP 806_B_46_1_33_35","ODP 806",,,0.3185,159.3615,12.0743291725144,"Trilobatus sacculifer","300-400","14.514874438295","4.86997416344244",,375.983,14.514874438295,0.218106939070212,4.86997416344244,0.02,35.1258129789054,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",64,836,65,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",153,2022,"ODP 806_B_46_1_33_35","ODP 806",,,0.3185,159.3615,12.0743291725144,"Trilobatus sacculifer","300-400","14.514874438295","4.86997416344244",,434.111,14.514874438295,0.218106939070212,4.86997416344244,0.02,35.1258129789054,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",64,,
