"action","file_1","sheet_1","source_row_1","publication_year_1","sample_1","site_1","depth_m_1","composite_depth_m_1","lat_1","lon_1","age_Ma_1","species_1","shell_size_1","d11B_replicates_1","MgCa_replicates_1","replicate_2SE_1","published_pCO2_1","d11B_1","d11B_2s_1","MgCa_1","MgCa_2s_1","temperature_1","source_notes_1","MgCa_from_replicates_1","retained_1","retained_file_1","retained_source_row_1","combined_row_1","intermediate_row_1","file_2","sheet_2","source_row_2","publication_year_2","sample_2","site_2","depth_m_2","composite_depth_m_2","lat_2","lon_2","age_Ma_2","species_2","shell_size_2","d11B_replicates_2","MgCa_replicates_2","replicate_2SE_2","published_pCO2_2","d11B_2","d11B_2s_2","MgCa_2","MgCa_2s_2","temperature_2","source_notes_2","MgCa_from_replicates_2","retained_2","retained_file_2","retained_source_row_2","combined_row_2","intermediate_row_2"
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",16,2022,"ODP 806_B_7_2_38_40","ODP 806",,,0.3185,159.3615,2.43792730372649,"Globigerinoides ruber","250-300","16.9667280787451","3.79348286319219",,545.103,16.9667280787451,0.26995517415545,3.79348286319219,0.02,26.3817655221163,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",16,788,17,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",194,2022,"ODP 806_B_7_2_38_40","ODP 806",,,0.3185,159.3615,2.43792730372649,"Globigerinoides ruber","250-300","16.9667280787451","3.79348286319219",,417.668,16.9667280787451,0.26995517415545,3.79348286319219,0.02,26.3817655221163,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",16,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",17,2022,"ODP 806_B_7_2_63_65","ODP 806",,,0.3185,159.3615,2.44720444612591,"Globigerinoides ruber","250-300","18.4986546130204","3.96335642061627",,285.093,18.4986546130204,0.334054564130627,3.96335642061627,0.02,28.9629961593197,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",17,789,18,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",106,2022,"ODP 806_B_7_2_63_65","ODP 806",,,0.3185,159.3615,2.44720444612591,"Globigerinoides ruber","250-300","18.4986546130204","3.96335642061627",,232.855,18.4986546130204,0.334054564130627,3.96335642061627,0.02,28.9629961593197,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",17,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",17,2022,"ODP 806_B_7_2_63_65","ODP 806",,,0.3185,159.3615,2.44720444612591,"Globigerinoides ruber","250-300","18.4986546130204","3.96335642061627",,285.093,18.4986546130204,0.334054564130627,3.96335642061627,0.02,28.9629961593197,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",17,789,18,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",195,2022,"ODP 806_B_7_2_63_65","ODP 806",,,0.3185,159.3615,2.44720444612591,"Globigerinoides ruber","250-300","18.4986546130204","3.96335642061627",,229.675,18.4986546130204,0.334054564130627,3.96335642061627,0.02,28.9629961593197,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",17,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",18,2022,"ODP 806_B_7_2_104_106","ODP 806",,,0.3185,159.3615,2.46239452636003,"Globigerinoides ruber","250-300","17.87,18.37","4.32807258546556",,349.124,18.1192125613726,0.236212247583082,4.32807258546556,0.02,30.1178802890225,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",18,790,19,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",107,2022,"ODP 806_B_7_2_104_106","ODP 806",,,0.3185,159.3615,2.46239452636003,"Globigerinoides ruber","250-300","17.87,18.37","4.32807258546556",,282.508,18.1192125613726,0.236212247583082,4.32807258546556,0.02,30.1178802890225,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",18,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",18,2022,"ODP 806_B_7_2_104_106","ODP 806",,,0.3185,159.3615,2.46239452636003,"Globigerinoides ruber","250-300","17.87,18.37","4.32807258546556",,349.124,18.1192125613726,0.236212247583082,4.32807258546556,0.02,30.1178802890225,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",18,790,19,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",196,2022,"ODP 806_B_7_2_104_106","ODP 806",,,0.3185,159.3615,2.46239452636003,"Globigerinoides ruber","250-300","17.87,18.37","4.32807258546556",,279.184,18.1192125613726,0.236212247583082,4.32807258546556,0.02,30.1178802890225,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",18,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",19,2022,"ODP 806_B_7_2_146_148","ODP 806",,,0.3185,159.3615,2.47792370397612,"Globigerinoides ruber","250-300","17.8927621683715","3.88963415335755",,362.121,17.8927621683715,0.334054564130627,3.88963415335755,0.02,28.0319313280925,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",19,791,20,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",108,2022,"ODP 806_B_7_2_146_148","ODP 806",,,0.3185,159.3615,2.47792370397612,"Globigerinoides ruber","250-300","17.8927621683715","3.88963415335755",,290.82,17.8927621683715,0.334054564130627,3.88963415335755,0.02,28.0319313280925,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",19,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",19,2022,"ODP 806_B_7_2_146_148","ODP 806",,,0.3185,159.3615,2.47792370397612,"Globigerinoides ruber","250-300","17.8927621683715","3.88963415335755",,362.121,17.8927621683715,0.334054564130627,3.88963415335755,0.02,28.0319313280925,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",19,791,20,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",197,2022,"ODP 806_B_7_2_146_148","ODP 806",,,0.3185,159.3615,2.47792370397612,"Globigerinoides ruber","250-300","17.8927621683715","3.88963415335755",,288.053,17.8927621683715,0.334054564130627,3.88963415335755,0.02,28.0319313280925,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",19,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",20,2022,"ODP 806_B_7_3_5_7","ODP 806",,,0.3185,159.3615,2.48124726086275,"Globigerinoides ruber","250-300","18.19,18.77","3.95343006644762",,287.115,18.4773470920483,0.236212247583082,3.95343006644762,0.02,28.8819447874231,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",20,792,21,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",109,2022,"ODP 806_B_7_3_5_7","ODP 806",,,0.3185,159.3615,2.48124726086275,"Globigerinoides ruber","250-300","18.19,18.77","3.95343006644762",,233.384,18.4773470920483,0.236212247583082,3.95343006644762,0.02,28.8819447874231,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",20,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",20,2022,"ODP 806_B_7_3_5_7","ODP 806",,,0.3185,159.3615,2.48124726086275,"Globigerinoides ruber","250-300","18.19,18.77","3.95343006644762",,287.115,18.4773470920483,0.236212247583082,3.95343006644762,0.02,28.8819447874231,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",20,792,21,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",198,2022,"ODP 806_B_7_3_5_7","ODP 806",,,0.3185,159.3615,2.48124726086275,"Globigerinoides ruber","250-300","18.19,18.77","3.95343006644762",,231.374,18.4773470920483,0.236212247583082,3.95343006644762,0.02,28.8819447874231,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",20,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",21,2022,"ODP 806_B_7_3_58_60","ODP 806",,,0.3185,159.3615,2.50078986987786,"Globigerinoides ruber","250-300","18.2690370300418","3.68032306319341",,302.547,18.2690370300418,0.334054564130627,3.68032306319341,0.02,27.6951710040129,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",21,793,22,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",110,2022,"ODP 806_B_7_3_58_60","ODP 806",,,0.3185,159.3615,2.50078986987786,"Globigerinoides ruber","250-300","18.2690370300418","3.68032306319341",,244.402,18.2690370300418,0.334054564130627,3.68032306319341,0.02,27.6951710040129,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",21,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",21,2022,"ODP 806_B_7_3_58_60","ODP 806",,,0.3185,159.3615,2.50078986987786,"Globigerinoides ruber","250-300","18.2690370300418","3.68032306319341",,302.547,18.2690370300418,0.334054564130627,3.68032306319341,0.02,27.6951710040129,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",21,793,22,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",199,2022,"ODP 806_B_7_3_58_60","ODP 806",,,0.3185,159.3615,2.50078986987786,"Globigerinoides ruber","250-300","18.2690370300418","3.68032306319341",,243.009,18.2690370300418,0.334054564130627,3.68032306319341,0.02,27.6951710040129,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",21,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",22,2022,"ODP 806_B_7_3_78_80","ODP 806",,,0.3185,159.3615,2.50815138177535,"Globigerinoides ruber","250-300","18.0004966575147","3.79430108338234",,342.579,18.0004966575147,0.334054564130627,3.79430108338234,0.02,27.8479267139308,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",22,794,23,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",111,2022,"ODP 806_B_7_3_78_80","ODP 806",,,0.3185,159.3615,2.50815138177535,"Globigerinoides ruber","250-300","18.0004966575147","3.79430108338234",,274.788,18.0004966575147,0.334054564130627,3.79430108338234,0.02,27.8479267139308,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",22,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",22,2022,"ODP 806_B_7_3_78_80","ODP 806",,,0.3185,159.3615,2.50815138177535,"Globigerinoides ruber","250-300","18.0004966575147","3.79430108338234",,342.579,18.0004966575147,0.334054564130627,3.79430108338234,0.02,27.8479267139308,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",22,794,23,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",200,2022,"ODP 806_B_7_3_78_80","ODP 806",,,0.3185,159.3615,2.50815138177535,"Globigerinoides ruber","250-300","18.0004966575147","3.79430108338234",,273.484,18.0004966575147,0.334054564130627,3.79430108338234,0.02,27.8479267139308,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",22,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",23,2022,"ODP 806_B_7_4_5_7","ODP 806",,,0.3185,159.3615,2.53642665173807,"Globigerinoides ruber","250-300","18.46,18.6","3.7127269923425",,272.304,18.5300049792525,0.236212247583082,3.7127269923425,0.02,27.8224751007056,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",23,795,24,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",112,2022,"ODP 806_B_7_4_5_7","ODP 806",,,0.3185,159.3615,2.53642665173807,"Globigerinoides ruber","250-300","18.46,18.6","3.7127269923425",,219.985,18.5300049792525,0.236212247583082,3.7127269923425,0.02,27.8224751007056,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",23,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",23,2022,"ODP 806_B_7_4_5_7","ODP 806",,,0.3185,159.3615,2.53642665173807,"Globigerinoides ruber","250-300","18.46,18.6","3.7127269923425",,272.304,18.5300049792525,0.236212247583082,3.7127269923425,0.02,27.8224751007056,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",23,795,24,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",201,2022,"ODP 806_B_7_4_5_7","ODP 806",,,0.3185,159.3615,2.53642665173807,"Globigerinoides ruber","250-300","18.46,18.6","3.7127269923425",,219.904,18.5300049792525,0.236212247583082,3.7127269923425,0.02,27.8224751007056,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",23,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",24,2022,"ODP 806_B_7_4_59_61","ODP 806",,,0.3185,159.3615,2.55619326696427,"Globigerinoides ruber","250-300","18.62,18.76","3.92187891000574",,263.871,18.6896805939797,0.236212247583082,3.92187891000574,0.02,29.1161426119343,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",24,796,25,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",113,2022,"ODP 806_B_7_4_59_61","ODP 806",,,0.3185,159.3615,2.55619326696427,"Globigerinoides ruber","250-300","18.62,18.76","3.92187891000574",,213.165,18.6896805939797,0.236212247583082,3.92187891000574,0.02,29.1161426119343,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",24,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",24,2022,"ODP 806_B_7_4_59_61","ODP 806",,,0.3185,159.3615,2.55619326696427,"Globigerinoides ruber","250-300","18.62,18.76","3.92187891000574",,263.871,18.6896805939797,0.236212247583082,3.92187891000574,0.02,29.1161426119343,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",24,796,25,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",202,2022,"ODP 806_B_7_4_59_61","ODP 806",,,0.3185,159.3615,2.55619326696427,"Globigerinoides ruber","250-300","18.62,18.76","3.92187891000574",,213.722,18.6896805939797,0.236212247583082,3.92187891000574,0.02,29.1161426119343,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",24,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",25,2022,"ODP 806_B_7_4_105_107","ODP 806",,,0.3185,159.3615,2.57299084115138,"Globigerinoides ruber","250-300","18.65,18.83","4.06948288816452",,262.478,18.7365862584764,0.236212247583082,4.06948288816452,0.02,29.507660041592,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",25,797,26,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",114,2022,"ODP 806_B_7_4_105_107","ODP 806",,,0.3185,159.3615,2.57299084115138,"Globigerinoides ruber","250-300","18.65,18.83","4.06948288816452",,211.67,18.7365862584764,0.236212247583082,4.06948288816452,0.02,29.507660041592,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",25,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",25,2022,"ODP 806_B_7_4_105_107","ODP 806",,,0.3185,159.3615,2.57299084115138,"Globigerinoides ruber","250-300","18.65,18.83","4.06948288816452",,262.478,18.7365862584764,0.236212247583082,4.06948288816452,0.02,29.507660041592,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",25,797,26,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",203,2022,"ODP 806_B_7_4_105_107","ODP 806",,,0.3185,159.3615,2.57299084115138,"Globigerinoides ruber","250-300","18.65,18.83","4.06948288816452",,212.758,18.7365862584764,0.236212247583082,4.06948288816452,0.02,29.507660041592,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",25,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",26,2022,"ODP 806_B_8_2_59_61","ODP 806",,,0.3185,159.3615,2.79014133072861,"Globigerinoides ruber","250-300","17.65,18.11","4.06423815261029",,372.456,17.8783997629053,0.236212247583082,4.06423815261029,0.02,28.6790293068172,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",26,798,27,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",115,2022,"ODP 806_B_8_2_59_61","ODP 806",,,0.3185,159.3615,2.79014133072861,"Globigerinoides ruber","250-300","17.65,18.11","4.06423815261029",,286.421,17.8783997629053,0.236212247583082,4.06423815261029,0.02,28.6790293068172,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",26,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",26,2022,"ODP 806_B_8_2_59_61","ODP 806",,,0.3185,159.3615,2.79014133072861,"Globigerinoides ruber","250-300","17.65,18.11","4.06423815261029",,372.456,17.8783997629053,0.236212247583082,4.06423815261029,0.02,28.6790293068172,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",26,798,27,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",204,2022,"ODP 806_B_8_2_59_61","ODP 806",,,0.3185,159.3615,2.79014133072861,"Globigerinoides ruber","250-300","17.65,18.11","4.06423815261029",,298.047,17.8783997629053,0.236212247583082,4.06423815261029,0.02,28.6790293068172,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",26,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",27,2022,"ODP 806_B_8_5_9_11","ODP 806",,,0.3185,159.3615,2.93055439849975,"Globigerinoides ruber","250-300","16.63,17.21","3.95418404513653",,572.141,16.9238634595317,0.236212247583082,3.95418404513653,0.02,27.1727525964753,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",27,799,28,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",116,2022,"ODP 806_B_8_5_9_11","ODP 806",,,0.3185,159.3615,2.93055439849975,"Globigerinoides ruber","250-300","16.63,17.21","3.95418404513653",,413.093,16.9238634595317,0.236212247583082,3.95418404513653,0.02,27.1727525964753,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",27,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",27,2022,"ODP 806_B_8_5_9_11","ODP 806",,,0.3185,159.3615,2.93055439849975,"Globigerinoides ruber","250-300","16.63,17.21","3.95418404513653",,572.141,16.9238634595317,0.236212247583082,3.95418404513653,0.02,27.1727525964753,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",27,799,28,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",205,2022,"ODP 806_B_8_5_9_11","ODP 806",,,0.3185,159.3615,2.93055439849975,"Globigerinoides ruber","250-300","16.63,17.21","3.95418404513653",,443.294,16.9238634595317,0.236212247583082,3.95418404513653,0.02,27.1727525964753,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",27,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",28,2022,"ODP 806_B_8_6_42_44","ODP 806",,,0.3185,159.3615,2.99391875699556,"Globigerinoides ruber","250-300","17.1824453645353","4.10274896823371",,513.307,17.1824453645353,0.334054564130627,4.10274896823371,0.02,28.2442437090445,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",28,800,29,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",117,2022,"ODP 806_B_8_6_42_44","ODP 806",,,0.3185,159.3615,2.99391875699556,"Globigerinoides ruber","250-300","17.1824453645353","4.10274896823371",,373.802,17.1824453645353,0.334054564130627,4.10274896823371,0.02,28.2442437090445,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",28,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",28,2022,"ODP 806_B_8_6_42_44","ODP 806",,,0.3185,159.3615,2.99391875699556,"Globigerinoides ruber","250-300","17.1824453645353","4.10274896823371",,513.307,17.1824453645353,0.334054564130627,4.10274896823371,0.02,28.2442437090445,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",28,800,29,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",206,2022,"ODP 806_B_8_6_42_44","ODP 806",,,0.3185,159.3615,2.99391875699556,"Globigerinoides ruber","250-300","17.1824453645353","4.10274896823371",,404.292,17.1824453645353,0.334054564130627,4.10274896823371,0.02,28.2442437090445,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",28,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",29,2022,"ODP 806_A_1_1_3_5","ODP 806",,,0.3185,159.3613,0.0043,"Trilobatus sacculifer","300-400","17.5340570399127","3.88743240265728",,246.361,17.5340570399127,0.355996030618427,3.88743240265728,0.02,28.9672685213227,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",29,801,30,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",118,2022,"ODP 806_A_1_1_3_5","ODP 806",,,0.3185,159.3613,0.0043,"Trilobatus sacculifer","300-400","17.5340570399127","3.88743240265728",,248.572,17.5340570399127,0.355996030618427,3.88743240265728,0.02,28.9672685213227,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",29,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",29,2022,"ODP 806_A_1_1_3_5","ODP 806",,,0.3185,159.3613,0.0043,"Trilobatus sacculifer","300-400","17.5340570399127","3.88743240265728",,246.361,17.5340570399127,0.355996030618427,3.88743240265728,0.02,28.9672685213227,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",29,801,30,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",207,2022,"ODP 806_A_1_1_3_5","ODP 806",,,0.3185,159.3613,0.0043,"Trilobatus sacculifer","300-400","17.5340570399127","3.88743240265728",,246.115,17.5340570399127,0.355996030618427,3.88743240265728,0.02,28.9672685213227,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",29,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",30,2022,"ODP 806_A_1_2_40_42","ODP 806",,,0.3185,159.3613,0.0899,"Trilobatus sacculifer","300-400","17.9508659232457","3.81158643236407",,224.58,17.9508659232457,0.355996030618427,3.81158643236407,0.02,28.3244132280498,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",30,802,31,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",119,2022,"ODP 806_A_1_2_40_42","ODP 806",,,0.3185,159.3613,0.0899,"Trilobatus sacculifer","300-400","17.9508659232457","3.81158643236407",,224.51,17.9508659232457,0.355996030618427,3.81158643236407,0.02,28.3244132280498,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",30,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",30,2022,"ODP 806_A_1_2_40_42","ODP 806",,,0.3185,159.3613,0.0899,"Trilobatus sacculifer","300-400","17.9508659232457","3.81158643236407",,224.58,17.9508659232457,0.355996030618427,3.81158643236407,0.02,28.3244132280498,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",30,802,31,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",208,2022,"ODP 806_A_1_2_40_42","ODP 806",,,0.3185,159.3613,0.0899,"Trilobatus sacculifer","300-400","17.9508659232457","3.81158643236407",,219.657,17.9508659232457,0.355996030618427,3.81158643236407,0.02,28.3244132280498,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",30,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",31,2022,"ODP 806_B_1_3_2_4","ODP 806",,,0.3185,159.3615,0.1474666667,"Trilobatus sacculifer","300-400","18.24,18.29","3.87043462087612",,195.751,18.2667172036793,0.181786105711041,3.87043462087612,0.02,28.3312114417206,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",31,803,32,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",120,2022,"ODP 806_B_1_3_2_4","ODP 806",,,0.3185,159.3615,0.1474666667,"Trilobatus sacculifer","300-400","18.24,18.29","3.87043462087612",,194.522,18.2667172036793,0.181786105711041,3.87043462087612,0.02,28.3312114417206,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",31,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",31,2022,"ODP 806_B_1_3_2_4","ODP 806",,,0.3185,159.3615,0.1474666667,"Trilobatus sacculifer","300-400","18.24,18.29","3.87043462087612",,195.751,18.2667172036793,0.181786105711041,3.87043462087612,0.02,28.3312114417206,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",31,803,32,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",209,2022,"ODP 806_B_1_3_2_4","ODP 806",,,0.3185,159.3615,0.1474666667,"Trilobatus sacculifer","300-400","18.24,18.29","3.87043462087612",,188.85,18.2667172036793,0.181786105711041,3.87043462087612,0.02,28.3312114417206,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",31,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",32,2022,"ODP 806_B_1_4_23_25","ODP 806",,,0.3185,159.3615,0.22725,"Trilobatus sacculifer","300-400","17.37,17.44","4.28890457875965",,270.544,17.4077341373153,0.251727207325784,4.28890457875965,0.02,29.9509773464072,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",32,804,33,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",121,2022,"ODP 806_B_1_4_23_25","ODP 806",,,0.3185,159.3615,0.22725,"Trilobatus sacculifer","300-400","17.37,17.44","4.28890457875965",,266.494,17.4077341373153,0.251727207325784,4.28890457875965,0.02,29.9509773464072,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",32,,
