"file","source_row","field","value","problem"
"stomata-sd_liang_2022a_p1.0.xlsx",2,"A",,"Missing sample ID"
"stomata-franks_liang_2022b_p1.0.xlsx",3,"F",,"Missing latitude"
"stomata-franks_liang_2022b_p1.0.xlsx",4,"F",,"Missing latitude"
"stomata-franks_liang_2022b_p1.0.xlsx",5,"F",,"Missing latitude"
"stomata-franks_liang_2022b_p1.0.xlsx",6,"F",,"Missing latitude"
"stomata-franks_liang_2022b_p1.0.xlsx",7,"F",,"Missing latitude"
"stomata-franks_liang_2022b_p1.0.xlsx",8,"F",,"Missing latitude"
"stomata-franks_liang_2022b_p1.0.xlsx",3,"G",,"Missing longitude"
"stomata-franks_liang_2022b_p1.0.xlsx",4,"G",,"Missing longitude"
"stomata-franks_liang_2022b_p1.0.xlsx",5,"G",,"Missing longitude"
"stomata-franks_liang_2022b_p1.0.xlsx",6,"G",,"Missing longitude"
"stomata-franks_liang_2022b_p1.0.xlsx",7,"G",,"Missing longitude"
"stomata-franks_liang_2022b_p1.0.xlsx",8,"G",,"Missing longitude"
"stomata-konrad-fom_erdei_2012_p1.0.xlsx",3,"eGCWab",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_erdei_2012_p1.0.xlsx",4,"eGCWab",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_erdei_2012_p1.0.xlsx",5,"eGCWab",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",3,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",4,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",5,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",6,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",7,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",8,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",9,"ed13Cp",,"Measurement present; uncertainty missing in product"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",3,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",4,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",5,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",6,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",7,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",8,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",9,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",10,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",11,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",12,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",13,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",14,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",15,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",16,"F",,"Missing latitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",3,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",4,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",5,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",6,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",7,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",8,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",9,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",10,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",11,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",12,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",13,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",14,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",15,"G",,"Missing longitude"
"stomata-konrad-fom_moraweck_2019_p1.0.xlsx",16,"G",,"Missing longitude"
"stomata-sd_stults_2011_p1.0.xlsx",2,"A",,"Missing sample ID"
"stomata-sd_stults_2011_p1.0.xlsx",3,"A",,"Missing sample ID"
"stomata-sd_stults_2011_p1.0.xlsx",2,"F",,"Missing latitude"
"stomata-sd_stults_2011_p1.0.xlsx",2,"G",,"Missing longitude"
"stomata-si_barclay_2016_p1.1.xlsx",2,"G",,"Missing longitude"
"stomata-si_barclay_2016_p1.1.xlsx",3,"G",,"Missing longitude"
"stomata-si_barclay_2016_p1.1.xlsx",5,"G",,"Missing longitude"
"stomata-si_barclay_2016_p1.1.xlsx",6,"G",,"Missing longitude"
"stomata-si_beerling_2009_p1.0.xlsx",22,"A",,"Missing sample ID"
"stomata-si_beerling_2009_p1.0.xlsx",4,"G",,"Missing longitude"
"stomata-si_beerling_2009_p1.0.xlsx",5,"G",,"Missing longitude"
"stomata-si_beerling_2009_p1.0.xlsx",6,"G",,"Missing longitude"
