"file","source_row","field","value","problem"
"boron_isotopes_henehan_2013.xlsx",4,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",5,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",6,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",7,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",8,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",9,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",10,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",11,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",12,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",13,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",14,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",15,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",16,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",17,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",18,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",19,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",20,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",21,"S","N/A : Use published d18O data","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_henehan_2013.xlsx",22,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",23,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",24,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",25,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",26,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",27,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",28,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",29,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",30,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",31,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",32,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",33,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",34,"AH: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","not known","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",4,"BY: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","set value; arbitrary uncertainty on oxygen derived temperature","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",5,"BY: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","set value; arbitrary uncertainty on oxygen derived temperature","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",6,"BY: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","set value; arbitrary uncertainty on oxygen derived temperature","Uncertainty magnitude present; type missing or not handled by this mapping"
"boron_isotopes_henehan_2013.xlsx",7,"BY: type.of.uncertainty.(e.g.,.set.value,.normal.distribution,.+/-.range)","set value; arbitrary uncertainty on oxygen derived temperature","Uncertainty magnitude present; type missing or not handled by this mapping"
