"file","source_row","field","value","problem"
"boron_isotopes_delavega_2020.xlsx",4,"S","3.85","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",5,"S","3.71","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",6,"S","4.31","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",7,"S","3.87","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",8,"S","3.91","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",9,"S","3.8","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",10,"S","4.06","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",11,"S","3.81","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",12,"S","3.85","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",13,"S","3.81","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",14,"S","3.7","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",15,"S","3.69","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",16,"S","3.49","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",17,"S","3.48","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",18,"S","3.8","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",19,"S","3.52","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",20,"S","3.97","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",21,"S","3.53","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",22,"S","3.6","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",23,"S","3.89","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",24,"S","3.67","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",25,"S","4.12","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",26,"S","3.61","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",27,"S","3.34","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",28,"S","3.28","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",29,"S","3.13","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",30,"S","3.21","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",31,"S","3.26","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",32,"S","3.33","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",33,"S","3.6","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",34,"S","3.58","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",35,"S","3.55","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",36,"S","3.34","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",37,"S","3.52","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",38,"S","3.87","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",39,"S","3.68","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",40,"S","3.47","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",41,"S","3.36","Alternative source value present but Mg/Ca column S remains blank"
"boron_isotopes_delavega_2020.xlsx",42,"S","3.13","Alternative source value present but Mg/Ca column S remains blank"
