"file","source_row","field","value","problem"
"stomata-franks_liang_2022a.xlsx",4,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",5,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",6,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",7,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",8,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",9,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",10,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",11,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",12,"C","please enter value manually","Archive link not yet assigned"
"stomata-franks_liang_2022a.xlsx",13,"C","please enter value manually","Archive link not yet assigned"
