"file_1","sheet_1","source_row_1","publication_year_1","sample_1","lat_1","lon_1","age_Ma_1","formation_1","depth_m_1","file_2","sheet_2","source_row_2","publication_year_2","sample_2","lat_2","lon_2","age_Ma_2","formation_2","depth_m_2","status"
"paleosol_schaller_2011.xlsx","paleosol data",24,2011,"NPEX",40.31323,-75.84327,201.509102087177,"Passaic - Exeter Mb.",-13.587,"paleosol_schaller_2015.xlsx","paleosol data",4,2015,"NPEX",40.31323,-75.84327,201.54,"Passaic",15.27,"ambiguous: both retained; human review needed"
"paleosol_schaller_2011.xlsx","paleosol data",27,2011,"NPC87-377",40.8735,-74.2007,201.876745335412,"Passaic",-72.6387017951,"paleosol_schaller_2015.xlsx","paleosol data",7,2015,"NPC87-377",40.8735,-74.2007,201.906745335412,"Passaic",159.230720190065,"ambiguous: both retained; human review needed"
"paleosol_schaller_2011.xlsx","paleosol data",33,2011,"Npoo",40.29398,-75.83817,203.57182727306,"Passaic - OO Mb.",-391.009836785,"paleosol_schaller_2015.xlsx","paleosol data",14,2015,"Npoo",40.29398,-75.83817,204.089211746896,"Passaic",428.201957815925,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",4,2019,"Ss-01",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",17,2019,"Ss-01",29.5,107.5,252.3,"Upper Changhsing Formation",,"record 1 retained; record 2 removed/merged"
"paleosol_hu_2019.xlsx","paleosol data",5,2019,"Ss-02",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",18,2019,"Ss-02",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",6,2019,"Ss-03",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",19,2019,"Ss-03",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",7,2019,"Ss-04",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",20,2019,"Ss-04",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",8,2019,"Ss-05",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",21,2019,"Ss-05",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",9,2019,"Ss-06",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",22,2019,"Ss-06",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",10,2019,"Ss-07",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",23,2019,"Ss-07",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",11,2019,"Ss-08",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",24,2019,"Ss-08",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",12,2019,"Ss-09",29.5,107.5,252.3,"Lower Feixianguan Formation",,"paleosol_hu_2019.xlsx","paleosol data",25,2019,"Ss-09",29.5,107.5,252.3,"Lower Feixianguan Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",13,2019,"Ss-10",29.5,107.5,252.3,"Lower Feixianguan Formation",,"paleosol_hu_2019.xlsx","paleosol data",26,2019,"Ss-10",29.5,107.5,252.3,"Lower Feixianguan Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",14,2019,"Ss-11",29.5,107.5,252.3,"Lower Feixianguan Formation",,"paleosol_hu_2019.xlsx","paleosol data",27,2019,"Ss-11",29.5,107.5,252.3,"Lower Feixianguan Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",15,2019,"Ss-12",29.5,107.5,252.3,"Lower Feixianguan Formation",,"paleosol_hu_2019.xlsx","paleosol data",28,2019,"Ss-12",29.5,107.5,252.3,"Lower Feixianguan Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",16,2019,"Ss-13",29.5,107.5,252.3,"Lower Feixianguan Formation",,"paleosol_hu_2019.xlsx","paleosol data",29,2019,"Ss-13",29.5,107.5,252.3,"Lower Feixianguan Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",4,2019,"Ss-01",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",30,2019,"Ss-01",29.5,107.5,252.3,"Upper Changhsing Formation",,"record 1 retained; record 2 removed/merged"
"paleosol_hu_2019.xlsx","paleosol data",5,2019,"Ss-02",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",31,2019,"Ss-02",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",18,2019,"Ss-02",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",31,2019,"Ss-02",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",6,2019,"Ss-03",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",32,2019,"Ss-03",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",19,2019,"Ss-03",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",32,2019,"Ss-03",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",7,2019,"Ss-04",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",33,2019,"Ss-04",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",20,2019,"Ss-04",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",33,2019,"Ss-04",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",8,2019,"Ss-05",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",34,2019,"Ss-05",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",21,2019,"Ss-05",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",34,2019,"Ss-05",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",9,2019,"Ss-06",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",35,2019,"Ss-06",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",22,2019,"Ss-06",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",35,2019,"Ss-06",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",10,2019,"Ss-07",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",36,2019,"Ss-07",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",23,2019,"Ss-07",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",36,2019,"Ss-07",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",11,2019,"Ss-08",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",37,2019,"Ss-08",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
"paleosol_hu_2019.xlsx","paleosol data",24,2019,"Ss-08",29.5,107.5,252.3,"Upper Changhsing Formation",,"paleosol_hu_2019.xlsx","paleosol data",37,2019,"Ss-08",29.5,107.5,252.3,"Upper Changhsing Formation",,"ambiguous: both retained; human review needed"
