"combined_row","field","source","conversion"
81,"N_es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CI10",
82,"sample","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!O11",
82,"doi","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!D11",
82,"lat","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AA11",
82,"lon","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AB11",
82,"age_mean","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AH11",
82,"age_min","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AJ11",
82,"age_max","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AI11",
82,"age_notes","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AL11",
82,"family","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!P11",
82,"genus","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!Q11",
82,"Dab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AM11",
82,"eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AN11",
82,"N_eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AO11",
82,"Dad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AP11",
82,"eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AQ11",
82,"N_eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AR11",
82,"GCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AS11",
82,"eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AT11",
82,"N_eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AU11",
82,"GCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AV11",
82,"eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AW11",
82,"N_eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AX11",
82,"GCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AY11",
82,"eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AZ11",
82,"N_eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BA11",
82,"GCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BB11",
82,"eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BC11",
82,"N_eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BD11",
82,"d13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BE11",
82,"ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BF11",
82,"N_ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BG11",
82,"CO2_0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BK11",
82,"dv","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CL11",
82,"A0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BL11",
82,"eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BM11",
82,"N_eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BN11",
82,"gb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BR11",
82,"egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BS11",
82,"N_egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BT11",
82,"s1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BU11",
82,"es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BV11",
82,"N_es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BW11",
82,"s2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BX11",
82,"es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BY11",
82,"N_es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BZ11",
82,"s3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CA11",
82,"es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CB11",
82,"N_es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CC11",
82,"s4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CD11",
82,"es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CE11",
82,"N_es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CF11",
82,"s5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CG11",
82,"es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CH11",
82,"N_es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CI11",
83,"sample","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!O12",
83,"doi","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!D12",
83,"lat","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AA12",
83,"lon","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AB12",
83,"age_mean","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AH12",
83,"age_min","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AJ12",
83,"age_max","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AI12",
83,"age_notes","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AL12",
83,"family","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!P12",
83,"genus","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!Q12",
83,"Dab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AM12",
83,"eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AN12",
83,"N_eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AO12",
83,"Dad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AP12",
83,"eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AQ12",
83,"N_eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AR12",
83,"GCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AS12",
83,"eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AT12",
83,"N_eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AU12",
83,"GCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AV12",
83,"eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AW12",
83,"N_eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AX12",
83,"GCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AY12",
83,"eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AZ12",
83,"N_eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BA12",
83,"GCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BB12",
83,"eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BC12",
83,"N_eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BD12",
83,"d13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BE12",
83,"ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BF12",
83,"N_ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BG12",
83,"CO2_0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BK12",
83,"dv","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CL12",
83,"A0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BL12",
83,"eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BM12",
83,"N_eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BN12",
83,"gb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BR12",
83,"egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BS12",
83,"N_egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BT12",
83,"s1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BU12",
83,"es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BV12",
83,"N_es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BW12",
83,"s2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BX12",
83,"es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BY12",
83,"N_es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BZ12",
83,"s3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CA12",
83,"es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CB12",
83,"N_es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CC12",
83,"s4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CD12",
83,"es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CE12",
83,"N_es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CF12",
83,"s5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CG12",
83,"es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CH12",
83,"N_es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CI12",
84,"sample","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!O13",
84,"doi","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!D13",
84,"lat","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AA13",
84,"lon","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AB13",
84,"age_mean","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AH13",
84,"age_min","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AJ13",
84,"age_max","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AI13",
84,"age_notes","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AL13",
84,"family","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!P13",
84,"genus","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!Q13",
84,"Dab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AM13",
84,"eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AN13",
84,"N_eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AO13",
84,"Dad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AP13",
84,"eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AQ13",
84,"N_eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AR13",
84,"GCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AS13",
84,"eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AT13",
84,"N_eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AU13",
84,"GCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AV13",
84,"eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AW13",
84,"N_eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AX13",
84,"GCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AY13",
84,"eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AZ13",
84,"N_eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BA13",
84,"GCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BB13",
84,"eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BC13",
84,"N_eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BD13",
84,"d13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BE13",
84,"ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BF13",
84,"N_ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BG13",
84,"CO2_0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BK13",
84,"dv","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CL13",
84,"A0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BL13",
84,"eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BM13",
84,"N_eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BN13",
84,"gb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BR13",
84,"egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BS13",
84,"N_egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BT13",
84,"s1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BU13",
84,"es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BV13",
84,"N_es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BW13",
84,"s2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BX13",
84,"es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BY13",
84,"N_es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BZ13",
84,"s3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CA13",
84,"es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CB13",
84,"N_es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CC13",
84,"s4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CD13",
84,"es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CE13",
84,"N_es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CF13",
84,"s5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CG13",
84,"es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CH13",
84,"N_es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CI13",
85,"sample","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!O14",
85,"doi","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!D14",
85,"lat","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AA14",
85,"lon","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AB14",
85,"age_mean","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AH14",
85,"age_min","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AJ14",
85,"age_max","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AI14",
85,"age_notes","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AL14",
85,"family","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!P14",
85,"genus","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!Q14",
85,"Dab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AM14",
85,"eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AN14",
85,"N_eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AO14",
85,"Dad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AP14",
85,"eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AQ14",
85,"N_eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AR14",
85,"GCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AS14",
85,"eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AT14",
85,"N_eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AU14",
85,"GCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AV14",
85,"eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AW14",
85,"N_eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AX14",
85,"GCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AY14",
85,"eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AZ14",
85,"N_eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BA14",
85,"GCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BB14",
85,"eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BC14",
85,"N_eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BD14",
85,"d13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BE14",
85,"ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BF14",
85,"N_ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BG14",
85,"CO2_0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BK14",
85,"dv","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CL14",
85,"A0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BL14",
85,"eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BM14",
85,"N_eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BN14",
85,"gb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BR14",
85,"egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BS14",
85,"N_egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BT14",
85,"s1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BU14",
85,"es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BV14",
85,"N_es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BW14",
85,"s2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BX14",
85,"es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BY14",
85,"N_es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BZ14",
85,"s3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CA14",
85,"es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CB14",
85,"N_es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CC14",
85,"s4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CD14",
85,"es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CE14",
85,"N_es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CF14",
85,"s5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CG14",
85,"es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CH14",
85,"N_es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CI14",
86,"sample","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!O15",
86,"doi","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!D15",
86,"lat","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AA15",
86,"lon","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AB15",
86,"age_mean","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AH15",
86,"age_min","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AJ15",
86,"age_max","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AI15",
86,"age_notes","stomata-franks_steinthorsdottir_2021_p1.0.xlsx#leaf gas-exchange_Franks!AL15",
86,"family","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!P15",
86,"genus","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!Q15",
86,"Dab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AM15",
86,"eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AN15",
86,"N_eDab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AO15",
86,"Dad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AP15",
86,"eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AQ15",
86,"N_eDad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AR15",
86,"GCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AS15",
86,"eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AT15",
86,"N_eGCLab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AU15",
86,"GCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AV15",
86,"eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AW15",
86,"N_eGCLad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AX15",
86,"GCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AY15",
86,"eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AZ15",
86,"N_eGCWab","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BA15",
86,"GCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BB15",
86,"eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BC15",
86,"N_eGCWad","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BD15",
86,"d13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BE15",
86,"ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BF15",
86,"N_ed13Cp","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BG15",
86,"CO2_0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BK15",
86,"dv","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CL15",
86,"A0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BL15",
86,"eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BM15",
86,"N_eA0","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BN15",
86,"gb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BR15",
86,"egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BS15",
86,"N_egb","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BT15",
86,"s1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BU15",
86,"es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BV15",
86,"N_es1","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BW15",
86,"s2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BX15",
86,"es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BY15",
86,"N_es2","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!BZ15",
86,"s3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CA15",
86,"es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CB15",
86,"N_es3","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CC15",
86,"s4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CD15",
86,"es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CE15",
86,"N_es4","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CF15",
86,"s5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CG15",
86,"es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CH15",
86,"N_es5","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!CI15",
87,"sample","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!O16",
87,"doi","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!D16",
87,"lat","stomata-franks_steinthorsdottir_2021.xlsx#leaf gas-exchange_Franks!AA16",
