"combined_row","field","source","conversion"
30,"ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BF7",
30,"N_ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BG7",
30,"CO2_0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BK7",
30,"dv","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CL7",
30,"A0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BL7",
30,"eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BM7",
30,"N_eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BN7",
30,"CiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BO7",
30,"eCiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BP7",
30,"gb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BR7",
30,"egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BS7",
30,"N_egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BT7",
30,"s1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BU7",
30,"es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BV7",
30,"N_es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BW7",
30,"s2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BX7",
30,"es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BY7",
30,"N_es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BZ7",
30,"s3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CA7",
30,"es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CB7",
30,"N_es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CC7",
30,"s4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CD7",
30,"es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CE7",
30,"N_es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CF7",
30,"s5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CG7",
30,"es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CH7",
30,"N_es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CI7",
31,"sample","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!O8",
31,"doi","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!D8",
31,"lat","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AA8",
31,"lon","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AB8",
31,"age_mean","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!V8",
31,"age_notes","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Z8",
31,"family","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!P8",
31,"Dab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AM8",
31,"eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AN8",
31,"N_eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AO8",
31,"Dad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AP8",
31,"GCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AS8",
31,"eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AT8",
31,"N_eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AU8",
31,"GCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AV8",
31,"eGCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AW8",
31,"GCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AY8",
31,"eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AZ8",
31,"N_eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BA8",
31,"GCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BB8",
31,"eGCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BC8",
31,"d13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BE8",
31,"ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BF8",
31,"N_ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BG8",
31,"CO2_0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BK8",
31,"dv","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CL8",
31,"A0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BL8",
31,"eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BM8",
31,"N_eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BN8",
31,"CiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BO8",
31,"eCiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BP8",
31,"gb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BR8",
31,"egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BS8",
31,"N_egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BT8",
31,"s1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BU8",
31,"es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BV8",
31,"N_es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BW8",
31,"s2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BX8",
31,"es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BY8",
31,"N_es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BZ8",
31,"s3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CA8",
31,"es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CB8",
31,"N_es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CC8",
31,"s4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CD8",
31,"es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CE8",
31,"N_es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CF8",
31,"s5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CG8",
31,"es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CH8",
31,"N_es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CI8",
32,"sample","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!O9",
32,"doi","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!D9",
32,"lat","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AA9",
32,"lon","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AB9",
32,"age_mean","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!V9",
32,"age_notes","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Z9",
32,"family","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!P9",
32,"genus","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Q9",
32,"Dab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AM9",
32,"eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AN9",
32,"N_eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AO9",
32,"Dad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AP9",
32,"GCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AS9",
32,"eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AT9",
32,"N_eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AU9",
32,"GCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AV9",
32,"eGCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AW9",
32,"GCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AY9",
32,"eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AZ9",
32,"N_eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BA9",
32,"GCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BB9",
32,"eGCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BC9",
32,"d13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BE9",
32,"ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BF9",
32,"N_ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BG9",
32,"CO2_0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BK9",
32,"dv","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CL9",
32,"A0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BL9",
32,"eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BM9",
32,"N_eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BN9",
32,"CiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BO9",
32,"eCiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BP9",
32,"gb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BR9",
32,"egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BS9",
32,"N_egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BT9",
32,"s1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BU9",
32,"es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BV9",
32,"N_es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BW9",
32,"s2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BX9",
32,"es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BY9",
32,"N_es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BZ9",
32,"s3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CA9",
32,"es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CB9",
32,"N_es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CC9",
32,"s4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CD9",
32,"es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CE9",
32,"N_es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CF9",
32,"s5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CG9",
32,"es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CH9",
32,"N_es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CI9",
33,"sample","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!O10",
33,"doi","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!D10",
33,"lat","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AA10",
33,"lon","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AB10",
33,"age_mean","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!V10",
33,"age_notes","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Z10",
33,"family","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!P10",
33,"genus","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Q10",
33,"Dab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AM10",
33,"eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AN10",
33,"N_eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AO10",
33,"Dad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AP10",
33,"GCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AS10",
33,"eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AT10",
33,"N_eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AU10",
33,"GCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AV10",
33,"eGCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AW10",
33,"GCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AY10",
33,"eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AZ10",
33,"N_eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BA10",
33,"GCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BB10",
33,"eGCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BC10",
33,"d13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BE10",
33,"ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BF10",
33,"N_ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BG10",
33,"CO2_0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BK10",
33,"dv","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CL10",
33,"A0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BL10",
33,"eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BM10",
33,"N_eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BN10",
33,"CiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BO10",
33,"eCiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BP10",
33,"gb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BR10",
33,"egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BS10",
33,"N_egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BT10",
33,"s1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BU10",
33,"es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BV10",
33,"N_es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BW10",
33,"s2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BX10",
33,"es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BY10",
33,"N_es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BZ10",
33,"s3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CA10",
33,"es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CB10",
33,"N_es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CC10",
33,"s4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CD10",
33,"es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CE10",
33,"N_es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CF10",
33,"s5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CG10",
33,"es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CH10",
33,"N_es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CI10",
34,"sample","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!O11",
34,"doi","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!D11",
34,"lat","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AA11",
34,"lon","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AB11",
34,"age_mean","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!V11",
34,"age_notes","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Z11",
34,"family","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!P11",
34,"genus","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Q11",
34,"Dab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AM11",
34,"eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AN11",
34,"N_eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AO11",
34,"Dad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AP11",
34,"GCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AS11",
34,"eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AT11",
34,"N_eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AU11",
34,"GCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AV11",
34,"eGCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AW11",
34,"GCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AY11",
34,"eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AZ11",
34,"N_eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BA11",
34,"GCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BB11",
34,"eGCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BC11",
34,"d13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BE11",
34,"ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BF11",
34,"N_ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BG11",
34,"CO2_0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BK11",
34,"dv","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CL11",
34,"A0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BL11",
34,"eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BM11",
34,"N_eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BN11",
34,"CiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BO11",
34,"eCiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BP11",
34,"gb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BR11",
34,"egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BS11",
34,"N_egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BT11",
34,"s1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BU11",
34,"es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BV11",
34,"N_es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BW11",
34,"s2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BX11",
34,"es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BY11",
34,"N_es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BZ11",
34,"s3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CA11",
34,"es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CB11",
34,"N_es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CC11",
34,"s4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CD11",
34,"es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CE11",
34,"N_es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CF11",
34,"s5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CG11",
34,"es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CH11",
34,"N_es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CI11",
35,"sample","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!O12",
35,"doi","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!D12",
35,"lat","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AA12",
35,"lon","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AB12",
35,"age_mean","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!V12",
35,"age_notes","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Z12",
35,"family","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!P12",
35,"genus","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Q12",
35,"Dab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AM12",
35,"eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AN12",
35,"N_eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AO12",
35,"Dad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AP12",
35,"GCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AS12",
35,"eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AT12",
35,"N_eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AU12",
35,"GCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AV12",
35,"eGCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AW12",
35,"GCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AY12",
35,"eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AZ12",
35,"N_eGCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BA12",
35,"GCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BB12",
35,"eGCWad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BC12",
35,"d13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BE12",
35,"ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BF12",
35,"N_ed13Cp","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BG12",
35,"CO2_0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BK12",
35,"dv","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CL12",
35,"A0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BL12",
35,"eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BM12",
35,"N_eA0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BN12",
35,"CiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BO12",
35,"eCiCa0","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BP12",
35,"gb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BR12",
35,"egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BS12",
35,"N_egb","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BT12",
35,"s1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BU12",
35,"es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BV12",
35,"N_es1","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BW12",
35,"s2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BX12",
35,"es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BY12",
35,"N_es2","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!BZ12",
35,"s3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CA12",
35,"es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CB12",
35,"N_es3","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CC12",
35,"s4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CD12",
35,"es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CE12",
35,"N_es4","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CF12",
35,"s5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CG12",
35,"es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CH12",
35,"N_es5","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!CI12",
36,"sample","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!O13",
36,"doi","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!D13",
36,"lat","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AA13",
36,"lon","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AB13",
36,"age_mean","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!V13",
36,"age_notes","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Z13",
36,"family","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!P13",
36,"genus","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!Q13",
36,"Dab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AM13",
36,"eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AN13",
36,"N_eDab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AO13",
36,"Dad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AP13",
36,"GCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AS13",
36,"eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AT13",
36,"N_eGCLab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AU13",
36,"GCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AV13",
36,"eGCLad","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AW13",
36,"GCWab","stomata-franks_reichgelt_2020.xlsx#leaf gas-exchange_Franks!AY13",
