"file","source_row","field","value","problem"
"stomata-franks_liang_2022b.xlsx",4,"F",,"Missing latitude"
"stomata-franks_liang_2022b.xlsx",5,"F",,"Missing latitude"
"stomata-franks_liang_2022b.xlsx",6,"F",,"Missing latitude"
"stomata-franks_liang_2022b.xlsx",7,"F",,"Missing latitude"
"stomata-franks_liang_2022b.xlsx",8,"F",,"Missing latitude"
"stomata-franks_liang_2022b.xlsx",9,"F",,"Missing latitude"
"stomata-franks_liang_2022b.xlsx",4,"G",,"Missing longitude"
"stomata-franks_liang_2022b.xlsx",5,"G",,"Missing longitude"
"stomata-franks_liang_2022b.xlsx",6,"G",,"Missing longitude"
"stomata-franks_liang_2022b.xlsx",7,"G",,"Missing longitude"
"stomata-franks_liang_2022b.xlsx",8,"G",,"Missing longitude"
"stomata-franks_liang_2022b.xlsx",9,"G",,"Missing longitude"
