"file","source_row","product","product_row","field","archive_value","product_value","action"
"stomata-si_beerling_2009.xlsx",37,"stomata-si_beerling_2009_p1.0.xlsx",34,"age_max","16","15.97","product addition/revision used"
"stomata-si_beerling_2009.xlsx",37,"stomata-si_beerling_2009_p1.0.xlsx",34,"age_notes","Absolute age of the biozone, palaeomagnetic Chron, or geological stage depending upon the age assessment available","Absolute age of the biozone, palaeomagnetic Chron, or geological stage depending upon the age assessment available; E. Badenian (Retallack GJ (2002) Philos Trans R Soc London A 360:959-673)","product addition/revision used"
"stomata-si_beerling_2009.xlsx",37,"stomata-si_beerling_2009_p1.0.xlsx",34,"age_scale","GTS 2012; E. Badenian (Retallack GJ (2002) Philos Trans R Soc London A 360:959-673)","GTS2020","product addition/revision used"
"stomata-si_beerling_2009.xlsx",37,"stomata-si_beerling_2009_p1.0.xlsx",34,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",2,"stomata-si_kuerschner_1996_p1.0.xlsx",2,"age_mean","1.8","2.165","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",2,"stomata-si_kuerschner_1996_p1.0.xlsx",2,"age_min",,"1.78","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",2,"stomata-si_kuerschner_1996_p1.0.xlsx",2,"age_max",,"2.5499999999999998","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",2,"stomata-si_kuerschner_1996_p1.0.xlsx",2,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",2,"stomata-si_kuerschner_1996_p1.0.xlsx",2,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",2,"stomata-si_kuerschner_1996_p1.0.xlsx",2,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",3,"stomata-si_kuerschner_1996_p1.0.xlsx",3,"age_mean","2.2999999999999998","3.415","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",3,"stomata-si_kuerschner_1996_p1.0.xlsx",3,"age_min",,"3.33","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",3,"stomata-si_kuerschner_1996_p1.0.xlsx",3,"age_max",,"3.5","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",3,"stomata-si_kuerschner_1996_p1.0.xlsx",3,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",3,"stomata-si_kuerschner_1996_p1.0.xlsx",3,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",3,"stomata-si_kuerschner_1996_p1.0.xlsx",3,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",4,"stomata-si_kuerschner_1996_p1.0.xlsx",4,"age_mean","2.8","3.55","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",4,"stomata-si_kuerschner_1996_p1.0.xlsx",4,"age_min",,"3.5","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",4,"stomata-si_kuerschner_1996_p1.0.xlsx",4,"age_max",,"3.6","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",4,"stomata-si_kuerschner_1996_p1.0.xlsx",4,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",4,"stomata-si_kuerschner_1996_p1.0.xlsx",4,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",4,"stomata-si_kuerschner_1996_p1.0.xlsx",4,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",5,"stomata-si_kuerschner_1996_p1.0.xlsx",5,"age_mean","3.2","4.4000000000000004","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",5,"stomata-si_kuerschner_1996_p1.0.xlsx",5,"age_min",,"3.6","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",5,"stomata-si_kuerschner_1996_p1.0.xlsx",5,"age_max",,"5.33","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",5,"stomata-si_kuerschner_1996_p1.0.xlsx",5,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",5,"stomata-si_kuerschner_1996_p1.0.xlsx",5,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",5,"stomata-si_kuerschner_1996_p1.0.xlsx",5,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",6,"stomata-si_kuerschner_1996_p1.0.xlsx",6,"age_mean","4.3","4.5999999999999996","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",6,"stomata-si_kuerschner_1996_p1.0.xlsx",6,"age_min",,"3.6","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",6,"stomata-si_kuerschner_1996_p1.0.xlsx",6,"age_max",,"5.33","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",6,"stomata-si_kuerschner_1996_p1.0.xlsx",6,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",6,"stomata-si_kuerschner_1996_p1.0.xlsx",6,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",6,"stomata-si_kuerschner_1996_p1.0.xlsx",6,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",7,"stomata-si_kuerschner_1996_p1.0.xlsx",7,"age_min",,"3.6","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",7,"stomata-si_kuerschner_1996_p1.0.xlsx",7,"age_max",,"5.33","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",7,"stomata-si_kuerschner_1996_p1.0.xlsx",7,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",7,"stomata-si_kuerschner_1996_p1.0.xlsx",7,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",7,"stomata-si_kuerschner_1996_p1.0.xlsx",7,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",8,"stomata-si_kuerschner_1996_p1.0.xlsx",8,"age_mean","6.4","6.29","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",8,"stomata-si_kuerschner_1996_p1.0.xlsx",8,"age_min",,"5.33","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",8,"stomata-si_kuerschner_1996_p1.0.xlsx",8,"age_max",,"7.25","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",8,"stomata-si_kuerschner_1996_p1.0.xlsx",8,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",8,"stomata-si_kuerschner_1996_p1.0.xlsx",8,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",8,"stomata-si_kuerschner_1996_p1.0.xlsx",8,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",9,"stomata-si_kuerschner_1996_p1.0.xlsx",9,"age_mean","8.1","8.1999999999999993","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",9,"stomata-si_kuerschner_1996_p1.0.xlsx",9,"age_min",,"7.25","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",9,"stomata-si_kuerschner_1996_p1.0.xlsx",9,"age_max",,"11.65","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",9,"stomata-si_kuerschner_1996_p1.0.xlsx",9,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",9,"stomata-si_kuerschner_1996_p1.0.xlsx",9,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",9,"stomata-si_kuerschner_1996_p1.0.xlsx",9,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",10,"stomata-si_kuerschner_1996_p1.0.xlsx",10,"age_mean","10.199999999999999","10.5","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",10,"stomata-si_kuerschner_1996_p1.0.xlsx",10,"age_min",,"7.25","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",10,"stomata-si_kuerschner_1996_p1.0.xlsx",10,"age_max",,"11.65","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",10,"stomata-si_kuerschner_1996_p1.0.xlsx",10,"age_notes","Ages only shown graphically and are guestimated here","Ages only shown graphically; they are updated here based on the biostratigraphy using GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",10,"stomata-si_kuerschner_1996_p1.0.xlsx",10,"age_scale",,"GTS2020","product addition/revision used"
"stomata-si_kuerschner_1996.xlsx",10,"stomata-si_kuerschner_1996_p1.0.xlsx",10,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",2,"stomata-si_kuerschner_2008_p1.0.xlsx",2,"age_mean","11.6","10.115","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",2,"stomata-si_kuerschner_2008_p1.0.xlsx",2,"age_min","11","8.6","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",2,"stomata-si_kuerschner_2008_p1.0.xlsx",2,"age_max","12.2","11.63","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",2,"stomata-si_kuerschner_2008_p1.0.xlsx",2,"stratigraphic_level",,"Bessarabian (Palamarev E, Ivanov D, Bozukov V (1999) Documenta Naturae 5:1-95. Flora Tertiaria Mediterranea VI.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",2,"stomata-si_kuerschner_2008_p1.0.xlsx",2,"age_scale","Bessarabian (Palamarev E, Ivanov D, Bozukov V (1999) Documenta Naturae 5:1-95. Flora Tertiaria Mediterranea VI.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",2,"stomata-si_kuerschner_2008_p1.0.xlsx",2,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",3,"stomata-si_kuerschner_2008_p1.0.xlsx",3,"age_mean","13.9","13.324999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",3,"stomata-si_kuerschner_2008_p1.0.xlsx",3,"age_min","13.5","12.65","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",3,"stomata-si_kuerschner_2008_p1.0.xlsx",3,"age_max","14.3","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",3,"stomata-si_kuerschner_2008_p1.0.xlsx",3,"stratigraphic_level",,"L. Badenian (Schaefer A, Utescher T, Moers T (2004) Newslett Stratigr 40:73-110.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",3,"stomata-si_kuerschner_2008_p1.0.xlsx",3,"age_scale","L. Badenian (Schaefer A, Utescher T, Moers T (2004) Newslett Stratigr 40:73-110.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",3,"stomata-si_kuerschner_2008_p1.0.xlsx",3,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",4,"stomata-si_kuerschner_2008_p1.0.xlsx",4,"age_mean","13.9","13.324999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",4,"stomata-si_kuerschner_2008_p1.0.xlsx",4,"age_min","13.5","12.65","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",4,"stomata-si_kuerschner_2008_p1.0.xlsx",4,"age_max","14.3","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",4,"stomata-si_kuerschner_2008_p1.0.xlsx",4,"stratigraphic_level",,"L. Badenian (Schaefer A, Utescher T, Moers T (2004) Newslett Stratigr 40:73-110.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",4,"stomata-si_kuerschner_2008_p1.0.xlsx",4,"age_scale","L. Badenian (Schaefer A, Utescher T, Moers T (2004) Newslett Stratigr 40:73-110.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",4,"stomata-si_kuerschner_2008_p1.0.xlsx",4,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",5,"stomata-si_kuerschner_2008_p1.0.xlsx",5,"age_mean","15.7","14.984999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",5,"stomata-si_kuerschner_2008_p1.0.xlsx",5,"age_min","15","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",5,"stomata-si_kuerschner_2008_p1.0.xlsx",5,"age_max","16.399999999999999","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",5,"stomata-si_kuerschner_2008_p1.0.xlsx",5,"stratigraphic_level",,"E. Badenian (Němejc F, Kvaček Z, Pacltová B, Konzalová M (2003) Acta Univ Carol Geol 46:121-176.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",5,"stomata-si_kuerschner_2008_p1.0.xlsx",5,"age_scale","E. Badenian (Němejc F, Kvaček Z, Pacltová B, Konzalová M (2003) Acta Univ Carol Geol 46:121-176.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",5,"stomata-si_kuerschner_2008_p1.0.xlsx",5,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",6,"stomata-si_kuerschner_2008_p1.0.xlsx",6,"age_mean","15.7","14.984999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",6,"stomata-si_kuerschner_2008_p1.0.xlsx",6,"age_min","15","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",6,"stomata-si_kuerschner_2008_p1.0.xlsx",6,"age_max","16.399999999999999","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",6,"stomata-si_kuerschner_2008_p1.0.xlsx",6,"stratigraphic_level",,"E. Badenian (Knobloch E, Kvaček Z (1996) Sbor Geol Věd Paleontol 33:39-77.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",6,"stomata-si_kuerschner_2008_p1.0.xlsx",6,"age_scale","E. Badenian (Knobloch E, Kvaček Z (1996) Sbor Geol Věd Paleontol 33:39-77.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",6,"stomata-si_kuerschner_2008_p1.0.xlsx",6,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",7,"stomata-si_kuerschner_2008_p1.0.xlsx",7,"age_mean","15.7","14.984999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",7,"stomata-si_kuerschner_2008_p1.0.xlsx",7,"age_min","15","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",7,"stomata-si_kuerschner_2008_p1.0.xlsx",7,"age_max","16.399999999999999","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",7,"stomata-si_kuerschner_2008_p1.0.xlsx",7,"stratigraphic_level",,"E. Badenian (Knobloch E, Kvaček Z (1996) Sbor Geol Věd Paleontol 33:39-77.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",7,"stomata-si_kuerschner_2008_p1.0.xlsx",7,"age_scale","E. Badenian (Knobloch E, Kvaček Z (1996) Sbor Geol Věd Paleontol 33:39-77.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",7,"stomata-si_kuerschner_2008_p1.0.xlsx",7,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",8,"stomata-si_kuerschner_2008_p1.0.xlsx",8,"age_mean","15.7","14.984999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",8,"stomata-si_kuerschner_2008_p1.0.xlsx",8,"age_min","15","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",8,"stomata-si_kuerschner_2008_p1.0.xlsx",8,"age_max","16.399999999999999","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",8,"stomata-si_kuerschner_2008_p1.0.xlsx",8,"stratigraphic_level",,"E. Badenian (Knobloch E, Kvaček Z (1996) Sbor Geol Věd Paleontol 33:39-77.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",8,"stomata-si_kuerschner_2008_p1.0.xlsx",8,"age_scale","E. Badenian (Knobloch E, Kvaček Z (1996) Sbor Geol Věd Paleontol 33:39-77.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",8,"stomata-si_kuerschner_2008_p1.0.xlsx",8,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",9,"stomata-si_kuerschner_2008_p1.0.xlsx",9,"age_mean","16","14.984999999999999","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",9,"stomata-si_kuerschner_2008_p1.0.xlsx",9,"age_min","15","14","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",9,"stomata-si_kuerschner_2008_p1.0.xlsx",9,"age_max","17","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",9,"stomata-si_kuerschner_2008_p1.0.xlsx",9,"stratigraphic_level",,"E. Badenian (Retallack GJ (2002) Philos Trans R Soc London A 360:959-673.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",9,"stomata-si_kuerschner_2008_p1.0.xlsx",9,"age_scale","E. Badenian (Retallack GJ (2002) Philos Trans R Soc London A 360:959-673.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",9,"stomata-si_kuerschner_2008_p1.0.xlsx",9,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",10,"stomata-si_kuerschner_2008_p1.0.xlsx",10,"age_mean","16.8","16.635000000000002","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",10,"stomata-si_kuerschner_2008_p1.0.xlsx",10,"age_min","16.400000000000002","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",10,"stomata-si_kuerschner_2008_p1.0.xlsx",10,"age_max","17.2","17.3","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",10,"stomata-si_kuerschner_2008_p1.0.xlsx",10,"stratigraphic_level",,"Karpartian (Bůžek Č, Holý F, Kvaček Z (1996) Acta Mus Natl Pragae Ser B Hist Nat 52:1-72.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",10,"stomata-si_kuerschner_2008_p1.0.xlsx",10,"age_scale","Karpartian (Bůžek Č, Holý F, Kvaček Z (1996) Acta Mus Natl Pragae Ser B Hist Nat 52:1-72.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",10,"stomata-si_kuerschner_2008_p1.0.xlsx",10,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",11,"stomata-si_kuerschner_2008_p1.0.xlsx",11,"age_mean","16.8","16.635000000000002","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",11,"stomata-si_kuerschner_2008_p1.0.xlsx",11,"age_min","16.400000000000002","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",11,"stomata-si_kuerschner_2008_p1.0.xlsx",11,"age_max","17.2","17.3","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",11,"stomata-si_kuerschner_2008_p1.0.xlsx",11,"stratigraphic_level",,"Karpartian (Bůžek Č, Holý F, Kvaček Z (1996) Acta Mus Natl Pragae Ser B Hist Nat 52:1-72.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",11,"stomata-si_kuerschner_2008_p1.0.xlsx",11,"age_scale","Karpartian (Bůžek Č, Holý F, Kvaček Z (1996) Acta Mus Natl Pragae Ser B Hist Nat 52:1-72.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",11,"stomata-si_kuerschner_2008_p1.0.xlsx",11,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",12,"stomata-si_kuerschner_2008_p1.0.xlsx",12,"age_mean","16.8","16.635000000000002","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",12,"stomata-si_kuerschner_2008_p1.0.xlsx",12,"age_min","16.400000000000002","15.97","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",12,"stomata-si_kuerschner_2008_p1.0.xlsx",12,"age_max","17.2","17.3","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",12,"stomata-si_kuerschner_2008_p1.0.xlsx",12,"stratigraphic_level",,"Karpartian (Bůžek Č, Holý F, Kvaček Z (1996) Acta Mus Natl Pragae Ser B Hist Nat 52:1-72.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",12,"stomata-si_kuerschner_2008_p1.0.xlsx",12,"age_scale","Karpartian (Bůžek Č, Holý F, Kvaček Z (1996) Acta Mus Natl Pragae Ser B Hist Nat 52:1-72.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",12,"stomata-si_kuerschner_2008_p1.0.xlsx",12,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"age_mean","17.600000000000001","17.75","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"age_min","17.200000000000003","17.3","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"age_max","18","18.2","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"gen_notes","Data: species specific mean CO2 estimates from Kurschner et al 2008 as published in Figure 3b","Data: species specific mean CO2 estimates from Kurschner et al 2008 as published in Figure 3b; actual pos. CO2 uncertainty is unbounded but has been set to 2000 ppm for plotting ourposes","unexplained difference; archive retained"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"stratigraphic_level",,"Ottnangian (Kovar-Eder J, Kvaček Z, Meller B (2001) Rev Palaeobot Palynol 114:83-125.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"age_scale","Ottnangian (Kovar-Eder J, Kvaček Z, Meller B (2001) Rev Palaeobot Palynol 114:83-125.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",13,"stomata-si_kuerschner_2008_p1.0.xlsx",13,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",14,"stomata-si_kuerschner_2008_p1.0.xlsx",14,"age_mean","17.600000000000001","17.75","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",14,"stomata-si_kuerschner_2008_p1.0.xlsx",14,"age_min","17.200000000000003","17.3","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",14,"stomata-si_kuerschner_2008_p1.0.xlsx",14,"age_max","18","18.2","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",14,"stomata-si_kuerschner_2008_p1.0.xlsx",14,"stratigraphic_level",,"Ottnangian (Mai DH (1995) Tertiäre Vegetationsgeschichte Europas (Fischer Verlag, Jena).)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",14,"stomata-si_kuerschner_2008_p1.0.xlsx",14,"age_scale","Ottnangian (Mai DH (1995) Tertiäre Vegetationsgeschichte Europas (Fischer Verlag, Jena).)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",14,"stomata-si_kuerschner_2008_p1.0.xlsx",14,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",15,"stomata-si_kuerschner_2008_p1.0.xlsx",15,"age_mean","17.600000000000001","17.75","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",15,"stomata-si_kuerschner_2008_p1.0.xlsx",15,"age_min","17.200000000000003","17.3","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",15,"stomata-si_kuerschner_2008_p1.0.xlsx",15,"age_max","18","18.2","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",15,"stomata-si_kuerschner_2008_p1.0.xlsx",15,"stratigraphic_level",,"Ottnangian (Mai DH (1995) Tertiäre Vegetationsgeschichte Europas (Fischer Verlag, Jena).)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",15,"stomata-si_kuerschner_2008_p1.0.xlsx",15,"age_scale","Ottnangian (Mai DH (1995) Tertiäre Vegetationsgeschichte Europas (Fischer Verlag, Jena).)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",15,"stomata-si_kuerschner_2008_p1.0.xlsx",15,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",16,"stomata-si_kuerschner_2008_p1.0.xlsx",16,"age_mean","19","19.850000000000001","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",16,"stomata-si_kuerschner_2008_p1.0.xlsx",16,"age_min","18.8","18.2","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",16,"stomata-si_kuerschner_2008_p1.0.xlsx",16,"age_max","19.2","21.5","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",16,"stomata-si_kuerschner_2008_p1.0.xlsx",16,"stratigraphic_level",,"L. Eggenburgian (Bucha V, Elznic A, Horáček J, Malkovský M, Pazderková A (1987) Věst Ústř Geol 62:83-95.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",16,"stomata-si_kuerschner_2008_p1.0.xlsx",16,"age_scale","L. Eggenburgian (Bucha V, Elznic A, Horáček J, Malkovský M, Pazderková A (1987) Věst Ústř Geol 62:83-95.)","GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",16,"stomata-si_kuerschner_2008_p1.0.xlsx",16,"age_revision",,"Biostratigraphy updated to GTS2020","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",17,"stomata-si_kuerschner_2008_p1.0.xlsx",17,"age_mean","19","19.850000000000001","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",17,"stomata-si_kuerschner_2008_p1.0.xlsx",17,"age_min","18.5","18.2","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",17,"stomata-si_kuerschner_2008_p1.0.xlsx",17,"age_max","19.5","21.5","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",17,"stomata-si_kuerschner_2008_p1.0.xlsx",17,"stratigraphic_level",,"Eggenburgian (Bucha V, Elznic A, Horáček J, Malkovský M, Pazderková A (1987) Věst Ústř Geol 62:83-95.)","product addition/revision used"
"stomata-si_kuerschner_2008.xlsx",17,"stomata-si_kuerschner_2008_p1.0.xlsx",17,"age_scale","Eggenburgian (Bucha V, Elznic A, Horáček J, Malkovský M, Pazderková A (1987) Věst Ústř Geol 62:83-95.)","GTS2020","product addition/revision used"
